Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Exp_Time,Exp_Current,Exp_Voltage,Exp_Temperature,Exp_Cell_Type
706.0,1292.48,336.6666666660458,3.843,3.645,2144.288999998942,2924.29,7748.29,402,1757.0,-19.939238,3.8587036,26.04084,Fresh
707.0,1289.34,336.80000000074506,3.842,3.646,2138.3279999997467,2924.33,7797.92,401,1758.0,-19.920572,3.8589039,25.98741,Fresh
708.0,1286.52,335.73333333432674,3.842,3.646,2126.3280000016093,2924.33,7795.94,400,1759.0,-19.968086,3.8589039,26.052284,Fresh
709.0,1283.47,336.0,3.841,3.646,2120.375,2888.38,7747.42,399,1760.0,-19.985057,3.8593547,26.067566,Fresh
710.0,1280.45,336.6666666660458,3.839,3.646,2108.3590000011027,2888.36,7780.36,398,1760.9999923706,-19.942631,3.8596053,25.998854,Fresh
711.0,1276.95,334.0,3.839,3.647,2096.359999999404,2888.36,7783.53,397,1762.0,-19.956207,3.8596053,26.231693,Fresh
712.0,1272.36,332.6666666660458,3.838,3.647,2084.344000000506,2852.34,7774.05,396,1763.0,-19.983359,3.8598557,25.983572,Fresh
713.0,1268.52,330.6666666660458,3.838,3.647,2072.35899999924,2852.36,7772.84,395,1764.0,-19.937541,3.8600559,25.953054,Fresh
714.0,1265.66,330.2857142854482,3.837,3.649,2065.470857143402,2852.33,7754.56,394,1765.0,-19.92227,3.8605568,26.159166,Fresh
715.0,1261.98,330.9333333335817,3.837,3.649,2054.31299999915,2816.31,7720.16,393,1766.0,-19.962996,3.8607073,25.991224,Fresh
716.0,1227.97,338.4069999996573,3.823,3.798,1778.375,2667.0,8295.3,392,1767.0,-19.991846,3.8610077,26.063751,Fresh
717.0,1237.66,326.6666666660458,3.825,3.926,1721.8499999996277,2600.25,8121.56,391,1768.0,-19.932451,3.8610578,26.090454,Fresh
718.0,1249.44,328.0,3.833,3.656,1970.3129999991504,2744.31,7816.84,390,1769.00000762939,-19.983359,3.8614085,26.101898,Fresh
719.0,1254.97,328.5,3.836,3.653,2012.25,2780.25,7725.91,389,1769.9999923706,-19.974873,3.8612583,26.109552,Fresh
720.0,1256.78,329.3333333339542,3.836,3.652,2024.343999998644,2816.34,7747.97,388,1771.0,-19.951117,3.8619094,26.243137,Fresh
721.0,1254.62,328.5,3.837,3.651,2024.343999998644,2816.34,7742.12,387,1772.0,-19.930754,3.8618593,26.105738,Fresh
722.0,1252.19,326.6666666660458,3.837,3.651,2014.089285714552,2780.38,7727.12,386,1773.0,-19.962996,3.8622601,26.021742,Fresh
723.0,1247.97,326.0,3.836,3.651,2006.312000000849,2780.31,7732.91,385,1774.0,-19.966391,3.8626606,26.063751,Fresh
724.0,1243.69,325.3333333339542,3.836,3.651,1994.281000001356,2780.28,7706.59,384,1775.0,-19.910389,3.8629112,25.983572,Fresh
725.0,1240.31,323.3333333339542,3.836,3.653,1988.3430000022047,2744.34,7740.97,383,1776.0,-19.979967,3.8634622,26.128626,Fresh
726.0,1238.97,324.40000000037253,3.836,3.653,1976.2190000005064,2744.22,7766.53,382,1777.0,-19.973178,3.8633118,26.07901,Fresh
727.0,1236.91,322.6873333323747,3.836,3.653,1970.343999998644,2744.34,7745.06,381,1778.00000762939,-19.942631,3.8637626,25.991224,Fresh
728.0,1235.84,321.3333333339542,3.837,3.653,1964.218999998644,2744.22,7748.66,380,1779.0,-19.912086,3.8637626,26.07901,Fresh
729.0,1234.88,321.3333333339542,3.836,3.653,1958.3430000003427,2744.34,7741.91,379,1780.0,-19.940936,3.863863,26.101898,Fresh
730.0,1234.94,322.6666666660458,3.836,3.653,1958.3440000005064,2744.34,7759.62,378,1781.0,-19.944328,3.8642635,26.067566,Fresh
731.0,1232.47,321.1428571436554,3.835,3.653,1957.517857143656,2708.38,7720.53,377,1782.0,-19.925662,3.8645141,25.98741,Fresh
732.0,1228.56,320.6666666660458,3.834,3.652,1952.3430000003427,2708.34,7688.75,376,1783.0,-19.983359,3.8642635,25.991224,Fresh
733.0,1224.38,319.6190476194024,3.833,3.653,1940.3129999991504,2708.31,7713.78,375,1784.0,-19.915482,3.8653154,26.067566,Fresh
734.0,1215.47,318.0,3.832,3.654,1928.280999999493,2708.28,7699.94,374,1784.9999923706,-20.030875,3.8656161,26.067566,Fresh
735.0,1210.88,317.82857142947614,3.831,3.656,1904.3440000005064,2672.34,7670.0,373,1786.0,-19.944328,3.8654156,26.082825,Fresh
736.0,1208.81,317.3142857141793,3.83,3.656,1890.5977142862976,2636.31,7688.94,372,1787.0,-19.946027,3.8661671,26.101898,Fresh
737.0,1207.31,316.0,3.831,3.657,1880.3440000005064,2636.34,7670.22,371,1788.0,-20.000328,3.8658664,26.029396,Fresh
738.0,1206.22,316.0,3.831,3.657,1875.1071428563448,2636.25,7649.38,370,1789.0,-19.95451,3.8662672,26.105738,Fresh
739.0,1206.0,316.0,3.83,3.657,1874.2190000005064,2636.22,7655.44,369,1790.0,-19.97827,3.8664675,26.075195,Fresh
740.0,1173.81,320.42149999924004,3.817,3.794,1610.3120000008494,2485.0,8173.47,368,1791.0,-19.966391,3.8667681,26.143908,Fresh
741.0,1187.75,313.5238095223904,3.82,3.932,1544.3130000010133,2420.31,7998.25,367,1792.0,-19.959602,3.8670185,25.979757,Fresh
742.0,1188.5,313.5238095223904,3.82,3.662,1823.6155714280903,2564.19,7699.31,366,1793.00000762939,-19.983359,3.8673692,26.098083,Fresh
743.0,1197.81,314.22857142984867,3.826,3.662,1832.3130000010133,2600.31,7664.38,365,1793.9999923706,-19.962996,3.8674192,26.090454,Fresh
744.0,1202.44,315.3333333339542,3.827,3.66,1859.7675714287907,2600.38,7626.25,364,1795.0,-19.998633,3.86782,26.067566,Fresh
745.0,1199.19,314.6666666660458,3.827,3.659,1874.1869999989867,2636.19,7632.88,363,1796.0,-19.896813,3.8678701,26.075195,Fresh
746.0,1194.44,312.0,3.826,3.66,1864.883428569883,2636.31,7578.69,362,1797.0,-19.94942,3.8685713,26.105738,Fresh
747.0,1188.25,311.19999999925494,3.826,3.66,1850.3130000010133,2600.31,7578.5,361,1798.0,-19.991846,3.8687217,26.07901,Fresh
748.0,1183.06,310.40000000037253,3.825,3.661,1834.027285715565,2600.31,7591.62,360,1799.0,-19.985057,3.8686714,25.975943,Fresh
749.0,1180.12,309.59999999962747,3.825,3.662,1820.375,2564.38,7517.88,359,1799.9999923706,-19.883238,3.8691723,26.025581,Fresh
750.0,1177.38,309.9320571422577,3.823,3.662,1808.3130000010133,2564.31,7534.44,358,1801.0,-19.966391,3.8688219,26.07901,Fresh
751.0,1176.38,308.0,3.824,3.663,1798.0892857145518,2564.38,7514.75,357,1802.00000762939,-19.946027,3.8695731,26.044655,Fresh
752.0,1176.12,308.22857142984867,3.825,3.663,1790.3130000010133,2564.31,7513.75,356,1803.0,-19.862875,3.8696733,26.006483,Fresh
753.0,1174.25,307.0285714287311,3.825,3.663,1790.375,2528.38,7506.62,355,1804.0,-19.917178,3.870074,26.010298,Fresh
754.0,1174.69,308.7428571432829,3.826,3.663,1784.3130000010133,2528.31,7519.19,354,1805.0,-19.94942,3.8699739,26.147722,Fresh
755.0,1175.81,307.8095238097012,3.826,3.662,1784.375,2528.38,7575.81,353,1806.0,-19.934148,3.8704748,26.17061,Fresh
756.0,1174.38,307.59999999962747,3.825,3.663,1784.25,2528.25,7592.31,352,1807.0,-19.976572,3.8706751,26.208782,Fresh
757.0,1173.06,307.0285714287311,3.825,3.663,1778.3119999989867,2528.31,7602.69,351,1808.00000762939,-19.962996,3.8709257,25.991224,Fresh
758.0,1171.44,305.59999999962747,3.826,3.663,1777.5178571436554,2528.38,7611.69,350,1808.9999923706,-19.974873,3.8713765,25.972128,Fresh
759.0,1169.62,306.51428571529686,3.825,3.663,1772.375,2528.38,7632.12,349,1810.0,-19.940936,3.8713765,26.128626,Fresh
760.0,1166.88,306.0,3.824,3.663,1766.3130000010133,2528.31,7615.06,348,1811.0,-19.971482,3.8716769,26.117182,Fresh
761.0,1166.44,305.48571428470314,3.824,3.663,1760.3130000010133,2492.31,7619.75,347,1812.0,-19.939238,3.8715768,26.117182,Fresh
762.0,1165.25,305.19999999925494,3.824,3.664,1760.375,2492.38,7588.62,346,1813.0,-19.966391,3.8722279,25.899601,Fresh
763.0,1165.12,305.19999999925494,3.824,3.664,1760.3130000010133,2492.31,7631.31,345,1814.0,-19.927359,3.8722279,25.983572,Fresh
764.0,1140.69,309.59349999949336,3.812,3.805,1491.375,2345.0,8015.56,344,1815.0,-19.903602,3.8726287,26.033211,Fresh
765.0,1143.38,303.09090909175575,3.811,3.935,1441.1119999997318,2276.31,7961.62,343,1816.0,-19.97827,3.872829,26.220226,Fresh
766.0,1149.44,303.11688311584294,3.816,3.669,1700.3130000010133,2456.31,7622.94,342,1817.00000762939,-19.946027,3.8732798,26.120996,Fresh
767.0,1155.06,302.91428571380675,3.82,3.668,1720.8844285719097,2456.31,7583.75,341,1818.0,-19.974873,3.87343,26.059914,Fresh
768.0,1160.44,304.80000000074506,3.821,3.666,1730.25,2456.25,7632.38,340,1819.0,-19.979967,3.8736305,26.098083,Fresh
769.0,1167.44,306.0,3.824,3.664,1748.375,2492.38,7629.75,339,1820.0,-19.942631,3.8739309,26.04084,Fresh
770.0,1168.38,305.48571428470314,3.824,3.663,1767.1691428553313,2528.31,7627.5,338,1821.0,-19.974873,3.8742816,26.182055,Fresh
771.0,1165.88,304.40000000037253,3.823,3.662,1772.25,2528.25,7642.31,337,1822.0,-19.95451,3.8738809,26.014112,Fresh
772.0,1159.56,302.80000000074506,3.822,3.663,1766.3119999989867,2492.31,7613.88,336,1823.0,-19.930754,3.8742316,26.052284,Fresh
773.0,1156.0,302.0,3.822,3.664,1751.741571430117,2492.31,7610.56,335,1823.9999923706,-19.908693,3.8748326,26.025581,Fresh
774.0,1153.19,301.19999999925494,3.821,3.665,1742.25,2492.25,7562.62,334,1825.0,-19.947725,3.8748326,26.059914,Fresh
775.0,1148.94,300.46753246709704,3.821,3.665,1736.3130000010133,2492.31,7547.94,333,1826.0,-19.957904,3.8750329,25.792742,Fresh
776.0,1145.56,299.48571428470314,3.821,3.666,1724.3119999989867,2456.31,7553.38,332,1827.0,-20.000328,3.8751833,26.067566,Fresh
777.0,1145.69,299.37662337720394,3.822,3.667,1712.3130000010133,2456.31,7529.5,331,1828.0,-19.971482,3.8759346,26.056099,Fresh
778.0,1146.38,300.0,3.821,3.667,1710.597714284435,2456.31,7561.06,330,1829.0,-19.947725,3.8756843,26.071381,Fresh
779.0,1146.94,300.0,3.822,3.667,1706.375,2456.38,7569.81,329,1830.0,-20.012209,3.8760347,26.212597,Fresh
780.0,1146.81,299.37662337720394,3.822,3.666,1706.4380000010133,2456.44,7532.44,328,1831.0,-19.95451,3.8764355,26.04084,Fresh
781.0,1144.88,300.18181818164885,3.821,3.668,1706.1880000010133,2456.19,7555.94,327,1832.00000762939,-19.990146,3.8766358,26.021742,Fresh
782.0,1141.69,298.40000000037253,3.82,3.667,1700.375,2456.38,7582.31,326,1832.9999923706,-19.951117,3.8766859,25.933956,Fresh
783.0,1139.88,297.2571428567171,3.821,3.667,1695.1691428553313,2420.31,7573.69,325,1834.0,-19.883238,3.8774874,26.124811,Fresh
784.0,1137.19,298.1298701297492,3.82,3.667,1689.9642857145518,2420.25,7560.81,324,1835.0,-19.961299,3.8774374,26.143908,Fresh
785.0,1138.06,298.1298701297492,3.821,3.668,1684.9464285708964,2420.38,7539.44,323,1836.0,-19.903602,3.8780384,26.105738,Fresh
786.0,1138.31,298.1298701297492,3.821,3.667,1685.008428569883,2420.44,7584.56,322,1837.0,-19.934148,3.8776877,25.930141,Fresh
787.0,1132.81,296.5454545449465,3.818,3.667,1684.8844285719097,2420.31,7522.31,321,1838.0,-19.940936,3.8783891,26.151537,Fresh
788.0,1112.19,298.78150000050664,3.808,3.807,1386.3119999989867,2240.0,8041.75,320,1838.9999923706,-19.932451,3.8785393,26.120996,Fresh
789.0,195230.59,171684.10100000165,4.229,3.35,54480.0,65559.39,65559.39,319,1840.0,-19.934148,3.8787396,25.937771,Fresh
790.0,1153.54,304.0,3.803,3.656,2645.351999999956,3860.35,12221.06,318,1841.00000762939,-19.959602,3.8786895,26.14007,Fresh
791.0,1153.7,302.02597402594984,3.81,3.677,1756.9554285723716,2492.38,7976.8,317,1842.0,-19.976572,3.8791404,25.998854,Fresh
792.0,1154.82,301.09090909175575,3.812,3.677,1767.208142854273,2492.35,7743.87,316,1843.0,-19.918875,3.8791904,26.059914,Fresh
793.0,1154.46,302.2377142868936,3.814,3.676,1767.0801428556442,2492.22,7607.46,315,1844.0,-19.95451,3.8798416,26.14007,Fresh
794.0,1153.92,302.7428571432829,3.814,3.675,1766.3199999984354,2492.32,7593.98,314,1845.0,-19.969783,3.8793907,26.143908,Fresh
795.0,1154.91,301.6363636367023,3.815,3.676,1762.0342857148498,2492.32,7550.02,313,1846.0,-19.991846,3.8801923,26.082825,Fresh
796.0,1156.2,301.19999999925494,3.815,3.675,1762.066285714507,2492.35,7535.1,312,1847.00000762939,-19.971482,3.8803425,26.075195,Fresh
797.0,1151.3,301.0285714287311,3.814,3.674,1762.0652857162058,2492.35,7532.95,311,1847.9999923706,-19.991846,3.880543,25.884342,Fresh
798.0,1150.75,301.0285714287311,3.814,3.676,1746.503714285791,2492.22,7545.12,310,1849.0,-19.971482,3.8807933,26.155352,Fresh
799.0,1147.16,299.3142857141793,3.814,3.676,1742.25,2456.25,7536.8,309,1850.0,-19.951117,3.8811941,26.166796,Fresh
800.0,1142.98,298.2857142854482,3.813,3.674,1731.2081428579986,2456.35,7524.99,308,1851.0,-19.971482,3.8814445,26.189709,Fresh
801.0,1141.76,297.19480519369245,3.813,3.677,1720.9234285708517,2456.35,7561.85,307,1852.0,-20.003723,3.8815446,26.174425,Fresh
802.0,1138.5,297.09090909175575,3.812,3.675,1710.575714284554,2420.29,7514.21,306,1853.0,-19.94942,3.8818452,26.082825,Fresh
803.0,1142.34,298.2857142854482,3.812,3.675,1700.351000001654,2420.35,7593.98,305,1854.0,-19.920572,3.8821459,26.197338,Fresh
804.0,1141.11,297.0578142851591,3.813,3.674,1715.798285713419,2456.35,7578.27,304,1855.0,-19.932451,3.8820455,26.162981,Fresh
805.0,1140.03,298.0,3.813,3.675,1710.6607142854482,2420.38,7568.38,303,1856.00000762939,-19.920572,3.882246,26.033211,Fresh
806.0,1143.14,296.73599999956787,3.815,3.674,1710.5357142854482,2420.25,7601.81,302,1856.9999923706,-19.942631,3.8828971,26.063751,Fresh
807.0,1142.19,296.7272727265954,3.815,3.673,1718.3120000008494,2456.31,7584.58,301,1858.0,-19.959602,3.8831475,26.037025,Fresh
808.0,1137.47,297.08571428619325,3.814,3.673,1715.6165714282542,2420.19,7553.03,300,1859.0,-19.95451,3.8831475,25.930141,Fresh
809.0,1134.56,296.0571428555995,3.812,3.674,1700.3129999991506,2420.34,7563.88,299,1860.0,-19.94942,3.8835983,26.029396,Fresh
810.0,1128.33,293.2727272734046,3.81,3.674,1695.2011428568512,2420.34,7542.78,298,1861.0,-19.959602,3.883949,26.071381,Fresh
811.0,1122.47,293.45454545505345,3.81,3.675,1676.359000001103,2384.36,7470.53,297,1862.0,-19.95451,3.883949,26.04084,Fresh
812.0,1122.08,292.3636363632977,3.811,3.676,1659.0601428560913,2384.2,7459.14,296,1862.9999923706,-19.944328,3.8840992,26.113367,Fresh
813.0,1106.05,294.0,3.8,3.807,1358.359000001103,2198.02,8091.39,295,1864.0,-19.942631,3.8846502,26.105738,Fresh
814.0,1112.91,292.18181818164885,3.802,3.937,1358.328000001609,2168.33,7917.72,294,1865.00000762939,-19.998633,3.8842998,26.159166,Fresh
815.0,1119.62,292.67532467469573,3.806,3.68,1633.455857142806,2348.31,7646.56,293,1866.0,-19.981662,3.8848007,26.113367,Fresh
816.0,1124.09,294.0779220778495,3.81,3.678,1658.3130000010133,2384.31,7566.09,292,1867.0,-19.961299,3.8852012,25.995039,Fresh
817.0,1123.81,294.0779220778495,3.81,3.676,1669.5488571431488,2384.41,7520.06,291,1868.0,-19.937541,3.8851011,26.075195,Fresh
818.0,1123.56,292.3636363632977,3.81,3.676,1664.2180000003427,2384.22,7546.62,290,1869.0,-19.934148,3.8857522,25.926327,Fresh
819.0,1120.72,291.74025974050164,3.81,3.675,1664.3440000005066,2384.34,7536.12,289,1870.0,-19.964693,3.8860528,26.082825,Fresh
820.0,1119.53,291.08571428619325,3.811,3.676,1658.281000001356,2384.28,7543.97,288,1871.00000762939,-19.961299,3.8860028,26.136255,Fresh
821.0,1113.06,290.02597402594984,3.81,3.676,1654.0572857148943,2384.34,7560.75,287,1871.9999923706,-19.901906,3.8866038,26.014112,Fresh
822.0,1111.62,290.02597402594984,3.81,3.677,1634.2809999994934,2348.28,7516.53,286,1873.0,-19.89851,3.8868542,26.136255,Fresh
823.0,1109.19,289.40259740129113,3.81,3.677,1633.5178571436554,2348.38,7566.0,285,1874.0,-19.927359,3.8869042,25.975943,Fresh
824.0,1120.22,295.4285714291036,3.8,3.678,1623.0761428568512,5286.31,7282.47,284,1875.0,-19.918875,3.8868542,26.098083,Fresh
825.0,1104.47,288.06299999915063,3.807,3.678,1638.6297142859548,2348.34,7404.59,283,1876.0,-19.957904,3.8871548,26.052284,Fresh
826.0,1100.25,287.2857142854482,3.806,3.679,1610.3120000008494,2312.31,7455.22,282,1877.0,-19.956207,3.8874555,26.132441,Fresh
827.0,1093.72,285.8571428563446,3.805,3.679,1602.6297142859548,2312.34,7434.28,281,1878.0,-19.946027,3.8875055,25.998854,Fresh
828.0,1091.56,283.7922077924013,3.803,3.681,1582.0582857150584,2276.34,7426.22,280,1879.0,-19.971482,3.8880064,25.922512,Fresh
829.0,1095.22,285.5714285708964,3.806,3.681,1576.915428571403,2276.34,7405.81,279,1880.00000762939,-19.995238,3.8880565,26.105738,Fresh
830.0,1089.75,283.0,3.805,3.68,1586.2809999994934,2312.28,7445.38,278,1881.0,-20.003723,3.8884571,26.189709,Fresh
831.0,1087.53,284.1428571436554,3.805,3.682,1566.5977142862976,2276.31,7385.84,277,1882.0,-19.952814,3.8886576,26.04847,Fresh
832.0,1085.78,283.5,3.805,3.681,1566.6297142859548,2276.34,7357.59,276,1883.0,-19.973178,3.8893588,26.010298,Fresh
833.0,1088.19,284.1428571436554,3.805,3.682,1556.3430000003427,2276.34,7385.25,275,1884.0,-19.906996,3.8893588,25.975943,Fresh
834.0,1086.19,282.4285714291036,3.805,3.681,1561.4558571446687,2276.31,7346.62,274,1885.0,-19.962996,3.889559,25.956869,Fresh
835.0,1082.31,281.7142857145518,3.805,3.681,1551.2001428566873,2276.34,7378.38,273,1886.0,-19.915482,3.8897095,26.006483,Fresh
836.0,1084.0,281.4285714291036,3.806,3.682,1546.0582857150584,2240.34,7383.22,272,1886.9999923706,-19.983359,3.8900099,26.113367,Fresh
837.0,1070.75,282.01600000076,3.796,3.806,1253.375,2079.0,8029.94,271,1888.0,-19.927359,3.8900099,26.063751,Fresh
838.0,1087.22,285.0,3.8,3.941,1244.218999998644,2060.22,7948.75,270,1889.0,-19.990146,3.89011,26.120996,Fresh
839.0,1080.62,282.2857142854482,3.801,3.683,1561.455857142806,2276.31,7623.0,269,1890.0,-19.930754,3.8906109,26.04847,Fresh
840.0,1080.56,281.9220779221505,3.801,3.684,1540.9464285708964,2240.38,7486.75,268,1891.0,-19.895117,3.8908615,26.086639,Fresh
841.0,1087.62,282.0,3.804,3.684,1540.9464285708964,2240.38,7513.81,267,1892.0,-19.934148,3.8908114,26.052284,Fresh
842.0,1086.19,281.4285714291036,3.806,3.681,1562.25,2276.25,7507.81,266,1893.0,-19.946027,3.8916128,26.151537,Fresh
843.0,1084.12,281.4285714291036,3.806,3.682,1561.3928571436554,2276.25,7505.44,265,1894.0,-19.88833,3.8915126,26.033211,Fresh
844.0,1084.81,281.4285714291036,3.806,3.682,1556.3120000008494,2240.31,7463.75,264,1895.00000762939,-19.957904,3.8915627,26.14007,Fresh
845.0,1085.06,281.4285714291036,3.806,3.682,1556.3129999991506,2276.31,7464.69,263,1895.9999923706,-19.988449,3.8916628,25.968313,Fresh
846.0,1084.56,281.4285714291036,3.806,3.681,1556.3129999991506,2276.31,7460.31,262,1897.0,-19.946027,3.8922138,26.132441,Fresh
847.0,1082.38,281.4285714291036,3.806,3.681,1556.3120000008494,2240.31,7449.44,261,1898.0,-19.92227,3.8927147,25.995039,Fresh
848.0,1082.12,280.7142857145518,3.806,3.681,1551.2321428563446,2240.38,7459.88,260,1899.0,-19.940936,3.8926146,26.025581,Fresh
849.0,1079.25,280.0,3.805,3.681,1551.169142857194,2240.31,7474.94,259,1900.0,-19.981662,3.8930154,26.201153,Fresh
850.0,1068.0,277.8571428563446,3.803,3.681,1540.9464285708964,2240.38,7485.69,258,1901.0,-19.971482,3.8934662,26.098083,Fresh
851.0,1065.88,277.4285714291036,3.801,3.684,1520.25,2204.25,7423.19,257,1901.9999923706,-19.990146,3.8932657,26.166796,Fresh
852.0,1063.38,277.7142857145518,3.8,3.684,1504.9464285708964,2204.38,7446.75,256,1903.0,-19.995238,3.8936665,25.995039,Fresh
853.0,1064.44,276.0,3.799,3.684,1494.6607142854482,2204.38,7432.56,255,1904.00000762939,-19.964693,3.8937166,25.998854,Fresh
854.0,1064.12,276.0,3.8,3.684,1499.8035714291036,2204.38,7382.75,254,1905.0,-19.927359,3.8944681,26.101898,Fresh
855.0,1062.44,276.0,3.8,3.684,1504.9464285708964,2204.38,7424.38,253,1906.0,-19.971482,3.8943677,25.838541,Fresh
856.0,1059.31,274.2857142854482,3.799,3.685,1494.4727142862976,2168.19,7400.56,252,1907.0,-19.925662,3.8945181,26.239323,Fresh
857.0,1063.0,275.7142857145518,3.802,3.685,1489.5178571436554,2168.38,7458.69,251,1908.0,-19.932451,3.8946183,26.124811,Fresh
858.0,1061.56,275.0,3.801,3.684,1499.7415714282542,2204.31,7393.31,250,1909.0,-19.935844,3.8953195,26.159166,Fresh
859.0,1057.81,273.9230769239366,3.8,3.685,1494.6607142854482,2204.38,7353.31,249,1910.00000762939,-19.962996,3.8953195,25.979757,Fresh
860.0,1057.69,274.2857142854482,3.8,3.686,1489.5178571436554,2168.38,7394.19,248,1910.9999923706,-19.966391,3.8959205,26.109552,Fresh
861.0,1049.81,273.99983333423734,3.794,3.808,1162.375,1988.0,8038.0,247,1912.0,-19.97827,3.8958704,26.208782,Fresh
862.0,1049.56,272.1758241765201,3.793,3.947,1160.4370000008494,1952.44,7983.31,246,1913.0,-19.973178,3.8962712,26.159166,Fresh
863.0,1040.0,269.65384615398943,3.791,3.688,1458.6607142854482,2132.38,7494.56,245,1914.0,-19.959602,3.8964214,25.953054,Fresh
864.0,1047.5,271.2527472525835,3.795,3.691,1432.8834285717458,2132.31,7403.94,244,1915.0,-20.008814,3.8967221,26.090454,Fresh
865.0,1042.81,269.88461538404226,3.794,3.69,1458.5987142845988,2132.31,7345.75,243,1916.0,-19.944328,3.8971729,25.979757,Fresh
866.0,1043.75,271.38461538404226,3.795,3.691,1443.1701428554952,2132.31,7399.06,242,1917.0,-19.946027,3.8967221,26.014112,Fresh
867.0,1049.94,272.1923076920212,3.797,3.689,1453.455857142806,2132.31,7393.31,241,1918.0,-19.991846,3.8973732,25.975943,Fresh
868.0,1049.31,271.9120879136026,3.798,3.688,1463.8665714282542,2168.44,7359.38,240,1919.00000762939,-19.961299,3.8974233,26.037025,Fresh
869.0,1051.19,271.7142857145518,3.798,3.687,1463.7415714282542,2132.31,7376.88,239,1920.0,-19.97827,3.8982248,26.044655,Fresh
870.0,1049.44,271.7142857145518,3.799,3.687,1468.8214285708964,2168.25,7388.25,238,1921.0,-19.974873,3.897824,26.14007,Fresh
871.0,1050.44,271.7142857145518,3.799,3.687,1463.740571429953,2132.31,7415.69,237,1922.0,-19.920572,3.8979743,25.998854,Fresh
872.0,1049.5,271.2692307699472,3.798,3.687,1468.9464285708964,2168.38,7425.0,236,1923.0,-20.024088,3.8984752,26.113367,Fresh
873.0,1047.25,269.40659340657294,3.797,3.686,1468.8834285717458,2168.31,7397.5,235,1924.0,-19.966391,3.898375,25.972128,Fresh
874.0,1041.5,269.5384615380317,3.796,3.688,1463.8035714291036,2132.38,7344.44,234,1925.0,-19.92227,3.8987758,26.002668,Fresh
875.0,1036.06,266.5714285708964,3.795,3.689,1448.3129999991506,2132.31,7358.69,233,1925.9999923706,-19.973178,3.8990262,26.113367,Fresh
876.0,1030.31,266.37362637370825,3.793,3.69,1438.0262857154012,2132.31,7299.31,232,1927.0,-19.964693,3.8993268,26.105738,Fresh
877.0,1025.75,264.7912087906152,3.793,3.691,1417.4548571445048,2096.31,7304.25,231,1928.0,-19.983359,3.8997273,26.002668,Fresh
878.0,1024.81,265.15384615398943,3.793,3.691,1407.2321428563446,2096.38,7286.38,230,1929.0,-19.92227,3.900028,25.911068,Fresh
879.0,1021.81,264.0,3.791,3.692,1402.0262857154012,2096.31,7267.5,229,1930.0,-19.94942,3.9004788,26.044655,Fresh
880.0,1026.56,264.4285714291036,3.794,3.693,1391.7415714282542,2060.31,7286.81,228,1931.0,-19.95451,3.9003286,25.964499,Fresh
881.0,1022.31,263.65384615398943,3.793,3.692,1396.884428570047,2060.31,7277.69,227,1932.0,-19.979967,3.9009297,26.021742,Fresh
882.0,1024.25,264.0,3.795,3.692,1391.7415714282542,2060.31,7340.81,226,1933.0,-19.940936,3.9005289,26.010298,Fresh
883.0,1028.88,265.3186813183129,3.796,3.692,1396.9464285708964,2060.38,7334.62,225,1934.00000762939,-19.947725,3.9010298,26.128626,Fresh
884.0,1033.88,266.7857142854482,3.798,3.69,1407.169142857194,2096.31,7371.31,224,1934.9999923706,-19.947725,3.9008796,25.979757,Fresh
885.0,1014.25,259.5828333348036,3.785,3.814,1099.3120000008494,1904.0,8017.88,223,1936.0,-19.927359,3.9013302,26.017927,Fresh
891.0,1036.83,267.4285714291036,3.789,3.693,1427.8115714285525,2132.38,7646.88,217,1937.0,-19.940936,3.9016309,25.964499,Fresh
892.0,1035.97,267.29670329764485,3.791,3.694,1443.1441428549588,2132.29,7443.52,216,1938.0,-19.925662,3.9016809,26.059914,Fresh
893.0,1033.31,266.57142857275903,3.792,3.692,1438.0652857162058,2132.35,7370.72,215,1939.0,-19.952814,3.9020817,26.014112,Fresh
894.0,1027.87,264.0,3.789,3.692,1427.6825714297593,2096.25,7348.96,214,1940.0,-19.934148,3.9026327,25.857615,Fresh
895.0,1028.13,264.7912087906152,3.791,3.694,1412.3509999997914,2096.35,7334.72,213,1940.9999923706,-19.956207,3.9027829,26.052284,Fresh
896.0,1026.21,264.5769230760634,3.79,3.695,1412.356000000611,2096.36,7330.5,212,1942.0,-19.957904,3.9030335,26.109552,Fresh
897.0,1029.86,265.73076923005283,3.792,3.694,1407.2037142869085,2096.32,7378.3,211,1943.00000762939,-19.94942,3.9031837,26.082825,Fresh
898.0,1028.52,264.0,3.791,3.711,1422.6377142854035,2096.35,7354.21,210,1944.0,-19.974873,3.9035845,25.998854,Fresh
899.0,1025.6,264.0,3.791,3.693,1412.3519999999553,2096.35,7349.38,209,1945.0,-19.952814,3.9036846,26.025581,Fresh
900.0,1030.37,265.58241758309305,3.792,3.693,1407.1151428557932,2096.26,7347.68,208,1946.0,-19.995238,3.9037347,26.07901,Fresh
901.0,1029.66,265.58241758309305,3.792,3.691,1422.6377142854035,2096.35,7377.98,207,1947.0,-19.971482,3.9041355,26.185894,Fresh
902.0,1025.79,263.1428571436554,3.79,3.692,1422.5437142867595,2096.26,7286.88,206,1948.0,-19.946027,3.9038849,26.067566,Fresh
